"iid","vid"
"2051_20180216","103119"
"2135_20170221","103144"
"1598_20171106","103131"
"3221_20170627","103144"
"1797_20171010","103149"
"10877_20180109","103154"
"70723_20161024","103116"
"80587_20161005","103154"
"35852_20161205","103139"
"7537_20170613","103103"
"35812_20180530","103153"
"88760_20161215","103139"
"18047_20170126","103139"
"431_20180417","103131"
"7095_20171211","103152"
"1021_20190402","103124"
"87799_20171114","103124"
"3222_20181022","103144"
"6948_20170411","103139"
"93536_20171213","103161"
"75235_20171002","103124"
"38442_20190508","103149"
"63763_20180205","103119"
"69486_20171107","103154"
"87099_20170808","103103"
"69353_20170828","103148"
"4171_20190506","103144"
"92287_20171027","103109"
"7643_20170309","103108"
"84103_20171013","103119"
"84889_20161128","103149"
"3267_20161206","103116"
"65813_20170201","103131"
"74563_20171027","103124"
"20116_20190523","103138"
"64938_20180227","103150"
"76233_20161011","103120"
"59935_20180411","103149"
"90708_20171221","103103"
"69244_20181207","103119"
"484_20180615","103154"
"5208_20180315","103138"
"84389_20170929","103149"
"33386_20161028","103157"
"87539_20161121","103148"
"75350_20170810","103175"
"2109_20170215","103124"
"76960_20161227","103149"
"1555_20190516","103124"
"3850_20180131","103149"
"551_20190213","103156"
"18825_20181126","103131"
"68403_20180625","103145"
"84615_20170807","103133"
"69606_20170526","103119"
"5988_20170216","103124"
"4683_20180209","103120"
"3611_20170626","103105"
"93298_20180117","103133"
"36745_20170803","103114"
"92993_20190423","103133"
"4978_20171010","103114"
"61989_20190307","103120"
"68352_20180611","103144"
"29428_20180723","103133"
"68974_20171206","103154"
"88500_20170303","103133"
"77769_20171027","103120"
"26340_20180514","103103"
"79961_20180206","103154"
"67565_20161212","103124"
"9679_20170823","103149"
"61093_20190426","103129"
"8202_20190109","103142"
"39047_20161227","103121"
"71416_20190524","103109"
"93197_20171121","103148"
"86995_20161209","103161"
"32654_20180529","103154"
"1989_20170511","103103"
"82664_20161109","103119"
"7786_20171018","103131"
"21982_20170501","103120"
"28169_20180313","103119"
"14910_20190425","103109"
"1584_20170824","103154"
"3373_20170223","103129"
"79410_20171019","103129"
"63654_20190212","103116"
"5883_20180214","103149"
"300_20171208","103116"
"89580_20170803","103103"
"384_20170501","103116"
"67558_20170201","103154"
"1005_20170713","103161"
"64004_20170830","103124"
"82635_20161114","103103"
"424_20180618","103131"
"5805_20170919","103149"
"2127_20180108","103109"
"35862_20180125","103119"
"69584_20170103","103119"
"33442_20180719","103103"
"65066_20170712","103118"
"78406_20170125","103131"
"2601_20190118","103105"
"68042_20171115","103133"
"80591_20170109","103120"
"99_20171207","103177"
"80237_20171024","103149"
"65241_20170202","103133"
"85856_20170927","103119"
"7407_20190104","103149"
"81297_20180313","103129"
"2039_20170531","103144"
"85714_20170823","103138"
"69069_20180430","103120"
"61641_20190416","103149"
"77580_20161014","103151"
"76156_20171107","103124"
"62051_20190509","103144"
"68219_20170202","103129"
"3800_20161028","103154"
"65350_20170307","103154"
"33516_20171010","103139"
"86168_20161004","103156"
"9208_20170330","103144"
"1139_20171127","103147"
"85500_20170824","103132"
"36758_20161214","103129"
"5006_20161017","103120"
"84165_20171031","103139"
"39403_20190311","103149"
"65267_20161206","103129"
"972_20171114","103133"
"985_20170810","103114"
"84548_20161027","103145"
"91847_20180208","103124"
"77558_20171101","103154"
"64346_20180615","103131"
"758_20190417","103131"
"61514_20180425","103119"
"16441_20161206","103120"
"54_20170215","103114"
"2421_20171113","103105"
"275_20161031","103150"
"448_20170607","103120"
"73955_20161129","103144"
"429_20190311","103105"
"69175_20190508","103109"
"57552_20161206","103116"
"88873_20170510","103144"
"76960_20180103","103133"
"73860_20170113","103161"
"4787_20190426","103102"
"80925_20170505","103157"
"3962_20170130","103161"
"94082_20180427","103139"
"79053_20180724","103109"
"81602_20180406","103120"
"4678_20171020","103139"
"60484_20180111","103142"
"76676_20180801","103147"
"892_20181022","103129"
"4906_20180507","103120"
"89080_20180605","103109"
"94695_20180425","103150"
"90991_20190412","103119"
"14577_20170410","103114"
"89497_20180622","103119"
"2051_20180814","103154"
"71416_20190524","103150"
"82950_20180420","103129"
"82483_20180726","103119"
"217_20170330","103144"
"3262_20190516","103133"
"4804_20190315","103153"
"3543_20170105","103124"
"1454_20190411","103144"
"3025_20180314","103149"
"92200_20180613","103127"
"84040_20190506","103119"
"22177_20171205","103144"
"75604_20180611","103105"
"3151_20171130","103133"
"1664_20161220","103132"
"4598_20170124","103153"
"74453_20180606","103124"
"94832_20180724","103109"
"121_20170418","103127"
"4959_20180718","103124"
"10332_20171002","103114"
"86718_20180522","103115"
"69324_20190520","103133"
"71131_20161005","103109"
"69188_20181105","103139"
"2542_20171208","103138"
"87858_20190425","103119"
"4922_20171120","103103"
"62779_20180614","103139"
"84103_20180604","103139"
"65677_20170419","103103"
"83476_20180627","103102"
"66874_20190104","103119"
"81667_20180424","103139"
"64161_20180416","103119"
"1203_20190403","103133"
"87123_20180416","103149"
"86149_20180426","103120"
"4622_20171115","103144"
"68672_20170214","103150"
"61915_20161103","103103"
"67063_20161026","103119"
"36840_20171207","103109"
"81990_20180724","103144"
"38885_20181016","103144"
"87048_20180523","103142"
"34505_20170123","103121"
"4718_20180801","103120"
"89335_20180426","103161"
"1261_20171201","103139"
"91717_20180502","103145"
"92352_20180531","103109"
"60331_20171113","103103"
"7761_20190319","103154"
"70521_20180604","103139"
"1232_20190211","103139"
"2596_20170913","103131"
"88799_20180702","103147"
"71841_20181228","103144"
"63047_20180521","103161"
"90503_20170927","103133"
"5006_20181126","103120"
"88388_20180611","103149"
"80315_20180514","103136"
"81164_20180802","103154"
"70823_20180104","103144"
"5208_20180315","103154"
"90039_20180426","103142"
"89687_20180522","103154"
"59828_20180924","103177"
"5940_20181003","103139"
"87099_20180516","103120"
"28843_20190104","103154"
"62179_20170510","103161"
"71065_20190118","103118"
"80669_20180419","103139"
"86545_20180618","103120"
"61285_20171019","103103"
"88058_20180627","103170"
"75306_20180430","103150"
"81484_20190422","103124"
"65900_20190410","103127"
"4685_20170615","103103"
"4798_20190412","103144"
"27472_20170214","103120"
"3743_20180116","103144"
"27949_20180212","103144"
"64176_20190305","103138"
"5912_20180223","103112"
"69172_20171120","103131"
"61623_20180427","103124"
"7772_20170511","103144"
"62710_20190517","103149"
"92993_20180523","103144"
"83472_20180321","103120"
"62775_20180209","103157"
"68986_20190422","103119"
"61351_20180108","103156"
"63082_20180731","103152"
"1191_20170202","103154"
"4703_20170830","103120"
"9310_20171011","103124"
"88475_20180420","103103"
"39113_20180319","103149"
"86658_20180702","103144"
"60828_20190325","103149"
"62330_20170119","103144"
"63652_20190212","103124"
"92049_20180619","103145"
"90588_20180509","103154"
"9273_20190213","103131"
"1927_20171114","103124"
"4794_20170105","103131"
"91241_20180529","103105"
"10373_20180612","103120"
"14005_20170131","103124"
"68963_20180213","103139"
"5033_20180803","103144"
"88499_20180503","103142"
"3151_20171130","103152"
"86073_20180723","103154"
"94894_20180614","103144"
"3309_20180815","103144"
"2447_20180212","103142"
"1626_20190423","103133"
"33467_20190306","103154"
"876_20180531","103154"
"25777_20170721","103157"
"36494_20190402","103156"
"2559_20180423","103120"
"64116_20161027","103161"
"93250_20190423","103149"
"85295_20180627","103144"
"90595_20180320","103120"
"86845_20180524","103124"
"60828_20180313","103131"
"88058_20180627","103119"
"91427_20180705","103144"
"13671_20181204","103133"
"83360_20180409","103102"
"72024_20180731","103144"
"70022_20170926","103105"
"67184_20170913","103133"
"4860_20180606","103139"
"37755_20180530","103120"
"63084_20170424","103144"
"96873_20190508","103119"
"16424_20170209","103144"
"83572_20180515","103133"
"61612_20170315","103120"
"23702_20180709","103102"
"6965_20181219","103124"
"66475_20171122","103154"
"38929_20180319","103144"
"81350_20180411","103161"
"5271_20170516","103154"
"62785_20171221","103131"
"1249_20180515","103131"
"78143_20180724","103131"
"510_20180802","103149"
"7759_20180322","103150"
"34611_20190107","103131"
"18310_20170511","103131"
"86284_20180508","103161"
"2066_20180307","103120"
"90427_20180509","103154"
"7489_20171114","103120"
"85337_20180323","103144"
"84533_20180719","103116"
"3056_20170217","103154"
"21407_20171211","103156"
"71469_20180723","103114"
"320_20180522","103114"
"71057_20180424","103161"
"60331_20180716","103132"
"884_20181205","103154"
"1026_20190410","103145"
"94702_20180424","103124"
"67237_20180914","103148"
"62572_20181210","103144"
"92568_20180613","103154"
"140_20171011","103143"
"64501_20170501","103154"
"4434_20171108","103131"
"91019_20180511","103109"
"7243_20190220","103116"
"40217_20190128","103131"
"88475_20180420","103145"
"65676_20170808","103120"
"33375_20170815","103112"
"89497_20180622","103103"
"68037_20180501","103133"
"79528_20180711","103119"
"1830_20170620","103157"
"3715_20170919","103145"
"91199_20180406","103157"
"90256_20180626","103109"
"89495_20180531","103142"
"15738_20190102","103120"
"38442_20181015","103132"
"73963_20180418","103133"
"87440_20180504","103139"
"4678_20171020","103147"
"32671_20180508","103142"
"5607_20171128","103103"
"88799_20180702","103109"
"5960_20161202","103104"
"5033_20170822","103156"
"81758_20180716","103133"
"59016_20171214","103124"
"69737_20180801","103157"
"67895_20190422","103144"
"6654_20190405","103119"
"62000_20161107","103150"
"7207_20180605","103154"
"61494_20190207","103103"
"70619_20181026","103124"
"65283_20170831","103150"
"63619_20180731","103119"
"93993_20180511","103124"
"62419_20170112","103154"
"64525_20171010","103119"
"81290_20180524","103120"
"1249_20171002","103102"
"90503_20170927","103103"
"61351_20190318","103161"
"1366_20180206","103139"
"1931_20190107","103132"
"16441_20161206","103119"
"6768_20190517","103120"
"81187_20170418","103144"
"74680_20180618","103119"
"95252_20180326","103149"
"69664_20180413","103124"
"69694_20180319","103154"
"320_20171004","103114"
"61136_20170915","103103"
"1700_20180222","103103"
"89141_20180626","103105"
"65649_20181227","103154"
"4923_20190207","103157"
"2070_20180216","103131"
"90862_20180730","103139"
"6654_20170822","103149"
"1509_20161109","103133"
"1508_20190416","103124"
"3550_20170807","103154"
"5144_20170601","103139"
"62739_20170724","103149"
"92928_20180530","103109"
"61579_20170630","103147"
"69813_20180516","103119"
"91955_20180510","103119"
"92393_20180607","103144"
"78028_20180718","103109"
"34033_20161021","103150"
"64884_20161028","103124"
"65830_20171004","103120"
"1796_20190109","103118"
"93428_20190417","103131"
"63763_20180205","103142"
"2094_20171013","103150"
"409_20170627","103124"
"89130_20180604","103144"
"5010_20180501","103133"
"3014_20180820","103154"
"32625_20170804","103124"
"69737_20180801","103170"
"95684_20180720","103120"
"83643_20180417","103149"
"1852_20180820","103144"
"69259_20171130","103119"
"86658_20180702","103149"
"15752_20190425","103120"
"4634_20170213","103139"
"90240_20190510","103139"
"65791_20171204","103131"
"35805_20190102","103154"
"5619_20170424","103131"
"1005_20180122","103154"
"62784_20190523","103116"
"4449_20171218","103157"
"90060_20180622","103156"
"6962_20161220","103124"
"84469_20180612","103156"
"905_20190415","103145"
"94187_20180510","103120"
"76511_20180731","103144"
"62597_20170110","103132"
"76441_20180531","103154"
"79329_20180702","103156"
"86149_20180426","103149"
"7764_20180718","103144"
"70702_20180605","103109"
"7772_20190108","103131"
"2544_20170831","103132"
"1426_20171129","103103"
"18047_20180806","103105"
"34728_20190404","103124"
"34676_20171005","103154"
"89545_20180615","103119"
"90238_20180409","103139"
"665_20171127","103142"
"93065_20180425","103120"
"1005_20170713","103124"
"65649_20181227","103139"
"86629_20180801","103124"
"68320_20170120","103116"
"10990_20161114","103154"
"1534_20190401","103109"
"13753_20171205","103119"
"76465_20180705","103149"
"5215_20180625","103154"
"1800_20171207","103138"
"68403_20170524","103144"
"5297_20170101","103122"
"3613_20171116","103147"
"77738_20180604","103119"
"86261_20180405","103144"
"1300_20171005","103131"
"3892_20190114","103133"
"75888_20180802","103154"
"89462_20180328","103131"
"91451_20180726","103119"
"134_20180524","103116"
"83134_20180504","103120"
"66900_20190430","103114"
"68249_20190311","103120"
"95102_20180411","103133"
"64843_20180514","103144"
"984_20180515","103145"
"61669_20190408","103120"
"4978_20171010","103124"
"25777_20180313","103133"
"76747_20180403","103103"
"90221_20180529","103105"
"96873_20190508","103120"
"35702_20180306","103103"
"95858_20180802","103150"
"68294_20161114","103154"
"60067_20180510","103120"
"58745_20170829","103148"
"2326_20190225","103114"
"91041_20180509","103103"
"87404_20180419","103119"
"64466_20180208","103133"
"68403_20180625","103120"
"4475_20180308","103139"
"4923_20180320","103120"
"3543_20181127","103149"
"539_20171010","103161"
"82100_20180612","103157"
"81815_20180326","103144"
"6007_20170110","103124"
"3459_20190206","103116"
"91907_20180629","103131"
"68403_20180625","103129"
"76883_20180607","103154"
"2384_20180112","103156"
"90427_20190510","103119"
"4806_20161217","103116"
"5998_20180409","103131"
"3895_20170824","103156"
"3485_20161107","103151"
"89789_20180327","103105"
"488_20180116","103119"
"2437_20161128","103154"
"7480_20170207","103116"
"66900_20170329","103142"
"5950_20180226","103109"
"3924_20170620","103145"
"75530_20180516","103161"
"66874_20170315","103133"
"76950_20180618","103120"
"68615_20170316","103132"
"74374_20180411","103102"
"2337_20171003","103116"
"65271_20161005","103116"
"74999_20180423","103154"
"2778_20180815","103114"
"81355_20190501","103132"
"66406_20171017","103109"
"38306_20170213","103124"
"87939_20180601","103149"
"90461_20180417","103120"
"58745_20170829","103116"
"79193_20180516","103124"
"94848_20180510","103105"
"92154_20180727","103139"
"96780_20190416","103138"
"19076_20170626","103155"
"82009_20180622","103149"
"93065_20180425","103124"
"7653_20170303","103138"
"7495_20161024","103154"
"80233_20190417","103124"
"67869_20180919","103109"
"85971_20180509","103143"
"70137_20190418","103129"
"66808_20161020","103124"
"94726_20180403","103161"
"86718_20180522","103103"
"4416_20180614","103149"
"74210_20180425","103150"
"59153_20180627","103138"
"75452_20180724","103157"
"5144_20170601","103131"
"5301_20190304","103147"
"89141_20180626","103157"
"64213_20181030","103149"
"91044_20180620","103133"
"78852_20180723","103114"
"5808_20170914","103147"
"2622_20170308","103131"
"60331_20170124","103132"
"3134_20190130","103129"
"1454_20190411","103124"
"68716_20180226","103109"
"77642_20180419","103144"
"2240_20171020","103112"
"90588_20180503","103144"
"69282_20180417","103133"
"86564_20180724","103144"
"99085_20190501","103161"
"273_20171002","103144"
"36024_20180521","103116"
"88653_20180605","103124"
"76902_20180531","103154"
"4963_20181001","103109"
"36618_20171108","103157"
"91189_20180515","103129"
"81539_20180510","103149"
"23068_20180531","103145"
"89751_20180330","103133"
"3112_20190204","103139"
"2124_20180227","103143"
"90701_20180716","103157"
"2725_20171102","103119"
"74436_20180604","103161"
"69110_20190521","103125"
"63280_20190516","103123"
"25167_20190507","103114"
"76763_20180606","103148"
"87952_20180716","103127"
"984_20180515","103149"
"71067_20190503","103157"
"87203_20180705","103149"
"3982_20170227","103142"
"82934_20180522","103144"
"64682_20181114","103161"
"25301_20161221","103114"
"4678_20161107","103156"
"68259_20180327","103154"
"68403_20180625","103119"
"4686_20170523","103120"
"78113_20180509","103120"
"58574_20170727","103105"
"2922_20170921","103142"
"33700_20180614","103114"
"76950_20180618","103124"
"1784_20171107","103142"
"7779_20190411","103154"
"7711_20180726","103109"
"2649_20180409","103142"
"83360_20180409","103139"
"1008_20180409","103116"
"80242_20180611","103156"
"323_20161108","103149"
"33700_20171018","103116"
"84888_20180720","103119"
"91103_20180622","103120"
"33442_20180719","103119"
"71057_20180424","103120"
"66517_20180604","103120"
"36673_20181024","103161"
"76749_20180501","103109"
"70446_20180403","103145"
"86545_20180618","103157"
"82259_20180524","103124"
"65415_20170821","103129"
"81164_20180802","103144"
"79916_20180716","103120"
"62560_20180228","103133"
"2337_20161011","103142"
"94388_20180531","103124"
"91502_20180530","103124"
"81602_20180406","103161"
"81342_20180414","103143"
"5828_20171030","103131"
"91019_20180511","103115"
"64176_20190305","103154"
"83687_20171114","103131"
"6000_20181004","103161"
"3659_20180108","103133"
"1973_20161013","103154"
"60484_20180111","103150"
"5619_20170424","103124"
"3456_20180208","103108"
"69576_20170516","103153"
"39667_20170912","103134"
"86718_20180522","103109"
"3286_20170831","103103"
"36911_20170919","103109"
"64884_20180607","103152"
"91911_20180514","103124"
"59727_20161227","103132"
"82485_20180411","103103"
"65014_20170522","103149"
"34814_20171219","103105"
"2717_20180730","103133"
"2659_20190416","103142"
"34728_20161213","103124"
"2717_20170719","103109"
"1742_20180423","103124"
"5848_20170301","103149"
"77173_20180709","103150"
"19094_20181025","103103"
"38258_20170808","103109"
"6863_20180730","103152"
"38929_20180319","103119"
"36673_20171113","103119"
"61438_20181016","103144"
"19373_20170110","103131"
"63447_20190412","103131"
"90955_20180716","103119"
"4817_20181029","103124"
"305_20180104","103131"
"1726_20170314","103150"
"66874_20170315","103102"
"2755_20190327","103149"
"71292_20190315","103124"
"10625_20170927","103120"
"1482_20170208","103108"
"3263_20180426","103161"
"68813_20180514","103109"
"226_20190205","103124"
"90588_20180509","103156"
"247_20161114","103131"
"1274_20180809","103149"
"89495_20180531","103170"
"670_20190507","103156"
"79427_20180419","103132"
"86845_20180524","103119"
"81316_20180605","103109"
"1509_20161109","103154"
"67043_20190403","103119"
"1922_20171024","103144"
"90331_20180605","103119"
"77642_20180419","103109"
"17822_20181203","103154"
"92568_20180613","103129"
"7664_20170317","103139"
"1734_20190226","103109"
"91245_20180507","103119"
"86423_20190529","103156"
"62597_20170110","103107"
"77738_20180604","103144"
"59040_20181003","103109"
"93401_20180712","103120"
"7678_20180212","103109"
"72024_20180731","103109"
"64116_20180110","103131"
"61579_20170630","103150"
"68753_20190304","103133"
"68320_20170120","103119"
"429_20190311","103144"
"10280_20181018","103124"
"77642_20180419","103147"
"5083_20180313","103144"
"3621_20190418","103161"
"64380_20170706","103124"
"102_20161103","103109"
"90045_20180426","103142"
"65820_20161021","103144"
"17947_20181024","103108"
"11860_20170314","103133"
"86718_20180522","103114"
"2632_20190405","103120"
"71131_20170502","103102"
"34388_20180104","103149"
"2808_20170621","103103"
"88066_20180427","103131"
"65350_20170307","103149"
"59638_20190425","103154"
"87932_20180228","103134"
"80451_20190424","103124"
"86406_20180515","103154"
"89115_20180509","103138"
"3151_20171130","103161"
"2292_20171115","103133"
"65580_20190510","103116"
"1146_20180223","103150"
"85679_20180430","103105"
"74453_20180606","103103"
"62578_20171207","103133"
"65283_20180302","103119"
"71456_20190503","103109"
"94695_20180425","103144"
"5810_20180206","103144"
"1764_20190304","103161"
"5815_20190228","103103"
"75306_20180430","103102"
"59289_20170801","103102"
"78019_20180530","103115"
"320_20171004","103157"
"409_20190103","103116"
"18102_20190220","103105"
"32556_20180620","103147"
"94938_20180326","103133"
"7649_20170721","103139"
"4608_20190326","103157"
"78472_20180620","103149"
"33442_20180131","103114"
"2421_20190321","103157"
"93815_20180709","103119"
"2008_20181009","103144"
"90504_20180418","103116"
"1249_20180515","103103"
"1922_20171024","103119"
"83476_20180627","103154"
"91331_20190516","103124"
"1584_20170824","103120"
"6729_20171117","103119"
"79801_20190416","103149"
"61460_20190521","103132"
"4478_20181213","103156"
"194_20190319","103149"
"91760_20180326","103161"
"71310_20181203","103154"
"77769_20180717","103142"
"1125_20181015","103124"
"7779_20170511","103120"
"68753_20171012","103119"
"2323_20170118","103144"
"62010_20180319","103124"
"94695_20180425","103120"
"36673_20170629","103161"
"89687_20180522","103149"
"1609_20180425","103109"
"4209_20190225","103139"
"2172_20180110","103103"
"17933_20180328","103157"
"58_20170918","103150"
"1274_20170809","103124"
"2924_20190418","103120"
"83570_20180510","103133"
"78220_20180503","103119"
"95188_20180516","103149"
"24279_20180214","103119"
"38564_20180122","103105"
"80893_20180605","103145"
"65139_20190426","103103"
"67237_20180914","103156"
"89652_20180614","103162"
"86013_20180418","103109"
"91459_20180424","103132"
"82100_20180612","103149"
"2996_20180425","103149"
"1008_20190403","103129"
"551_20180612","103120"
"90643_20180718","103154"
"90862_20180723","103103"
"90800_20180406","103161"
"19205_20170906","103154"
"2061_20180223","103149"
"81719_20180412","103120"
"87604_20190423","103119"
"27306_20171010","103120"
"72049_20180802","103150"
"99709_20190506","103119"
"86561_20180724","103153"
"3211_20170912","103133"
"90839_20180427","103124"
"1811_20161207","103120"
"57751_20171101","103129"
"83990_20180403","103161"
"1950_20180924","103119"
"69016_20180301","103157"
"71909_20171213","103144"
"65900_20161229","103129"
"68131_20180607","103124"
"87639_20180423","103161"
"70983_20190529","103154"
"87714_20180502","103154"
"92225_20171127","103148"
"423_20190507","103147"
"84887_20180430","103154"
"1649_20190314","103109"
"71563_20171025","103154"
"77425_20180605","103103"
"94760_20180326","103133"
"4559_20180502","103116"
"38247_20170210","103129"
"95188_20180516","103129"
"409_20190103","103132"
"95162_20180502","103154"
"69392_20170913","103154"
"89909_20180509","103119"
"62688_20180524","103154"
"35702_20161122","103133"
"58610_20180424","103120"
"2766_20171023","103124"
"5803_20171010","103119"
"82217_20180503","103154"
"2359_20190228","103125"
"6016_20171002","103103"
"5017_20180605","103131"
"3948_20190315","103150"
"3031_20170807","103157"
"87594_20180502","103131"
"80643_20180416","103139"
"60473_20171215","103139"
"5074_20170130","103124"
"4465_20180212","103144"
"66402_20180327","103142"
"61602_20170330","103120"
"16286_20161118","103119"
"83134_20180427","103144"
"74994_20180731","103142"
"84393_20180524","103139"
"91298_20180604","103131"
"65819_20180320","103161"
"88090_20180530","103131"
"78075_20180613","103116"
"2143_20170308","103142"
"7477_20180119","103154"
"88090_20180530","103156"
"19379_20190419","103149"
"3046_20190208","103142"
"81442_20180314","103119"
"5227_20170228","103129"
"3547_20171130","103132"
"2716_20171016","103145"
"34181_20180326","103120"
"2764_20171129","103154"
"84103_20180604","103154"
"6962_20161220","103154"
"89803_20180417","103124"
"94187_20180510","103132"
"94946_20180326","103103"
"57698_20180409","103154"
"77642_20180419","103155"
"66925_20171114","103124"
"62765_20161116","103124"
"32872_20170209","103142"
"91911_20180514","103102"
"85670_20180618","103161"
"65901_20171108","103149"
"9679_20170823","103103"
"1231_20171031","103102"
"35565_20170905","103161"
"4963_20171031","103144"
"62735_20180724","103124"
"35425_20190219","103154"
"80051_20170524","103145"
"7493_20171114","103120"
"63653_20190212","103120"
"7537_20190502","103119"
"81705_20180614","103154"
"81167_20180507","103133"
"78219_20180502","103147"
"82563_20180515","103139"
"3443_20180510","103120"
"1614_20171107","103153"
"81713_20180523","103103"
"68160_20181107","103131"
"2070_20180216","103139"
"68504_20171122","103139"
"66679_20171108","103177"
"35507_20180105","103149"
"7598_20170803","103150"
"1700_20190128","103154"
"86336_20180406","103149"
"36840_20161102","103133"
"66515_20190508","103129"
"70281_20180501","103124"
"90217_20180605","103119"
"77769_20180717","103124"
"62298_20171129","103151"
"7538_20171026","103161"
"38485_20170830","103161"
"66656_20161027","103114"
"876_20190523","103144"
"502_20171129","103119"
"60473_20180515","103154"
"4923_20190207","103161"
"665_20161005","103144"
"67371_20180308","103154"
"3373_20180412","103149"
"16329_20170727","103149"
"76886_20180509","103103"
"86354_20180504","103154"
"39513_20170301","103116"
"69282_20190123","103138"
"1249_20180515","103144"
"77645_20180413","103157"
"1203_20180802","103132"
"75452_20180724","103131"
"89114_20180501","103132"
"1973_20181105","103157"
"69324_20170403","103154"
"90192_20180409","103154"
"64007_20171026","103154"
"5156_20161024","103149"
"3492_20171115","103131"
"36348_20181212","103154"
"86149_20180426","103119"
"32925_20181205","103133"
"71530_20180409","103109"
"82680_20180501","103138"
"2739_20180507","103124"
"62597_20171213","103119"
"999_20180123","103161"
"709_20170927","103139"
"7276_20170922","103116"
"5800_20171017","103149"
"5168_20180809","103131"
"3678_20180725","103154"
"81094_20180328","103143"
"2739_20171114","103161"
"83633_20180503","103119"
"5025_20171003","103154"
"62701_20170628","103143"
"91413_20180620","103133"
"34746_20180130","103152"
"67788_20161205","103132"
"3525_20190423","103127"
"76511_20180731","103138"
"2077_20161018","103138"
"95410_20180627","103156"
"70022_20190130","103133"
"82228_20190417","103124"
"4708_20190308","103150"
"66406_20171017","103120"
"71310_20181203","103103"
"71640_20180705","103154"
"3260_20170523","103154"
"64933_20161114","103154"
"78184_20180611","103124"
"92099_20180518","103105"
"88883_20180628","103144"
"94600_20180425","103149"
"23865_20180913","103145"
"2544_20170831","103102"
"3056_20190319","103132"
"83570_20180510","103109"
"34787_20190502","103139"
"1970_20171121","103139"
"36024_20190501","103131"
"75406_20180409","103124"
"82259_20180524","103116"
"82429_20180622","103154"
"39888_20190109","103154"
"5796_20170825","103139"
"2743_20161024","103109"
"87951_20180514","103119"
"4608_20170801","103131"
"58_20170918","103103"
"90941_20180423","103120"
"3324_20190308","103129"
"65529_20180417","103154"
"3478_20171106","103149"
"76245_20180627","103119"
"79299_20180412","103120"
"3241_20170714","103103"
"90470_20180602","103175"
"62710_20190517","103157"
"4614_20190521","103139"
"66925_20190213","103119"
"95231_20180326","103119"
"5883_20170315","103143"
"2008_20170124","103103"
"3260_20170523","103144"
"3304_20180711","103157"
"90315_20180709","103120"
"58745_20170112","103109"
"3877_20180104","103129"
"68366_20180712","103145"
"33851_20161018","103142"
"500_20180403","103144"
"5805_20190222","103124"
"87425_20180413","103133"
"81475_20180530","103120"
"74237_20180717","103105"
"78075_20180613","103119"
"198_20170130","103132"
"91619_20180716","103131"
"71131_20161005","103131"
"81886_20180418","103154"
"3091_20190408","103120"
"66402_20171016","103154"
"68356_20190509","103124"
"2326_20180411","103142"
"61643_20170221","103120"
"2893_20170919","103120"
"2610_20171003","103144"
"5017_20170221","103103"
"65791_20161110","103133"
"62708_20170929","103129"
"6636_20180417","103154"
"86545_20180618","103133"
"83804_20180508","103120"
"88100_20180423","103127"
"7786_20180612","103120"
"5257_20161214","103144"
"1031_20190401","103103"
"69621_20161011","103154"
"4539_20171101","103120"
"92642_20180613","103159"
"3948_20161005","103154"
"89141_20180626","103103"
"1571_20180613","103134"
"3114_20171106","103105"
"75306_20180430","103149"
"63618_20170801","103142"
"78781_20180611","103119"
"79206_20190514","103147"
"90331_20180605","103116"
"3817_20181128","103133"
"384_20170501","103103"
"87099_20180516","103105"
"70418_20180504","103144"
"65672_20161018","103139"
"86073_20180723","103120"
"3484_20190228","103105"
"1852_20171026","103131"
"66418_20190117","103102"
"62462_20171023","103154"
"92993_20180523","103112"
"93572_20180629","103124"
"826_20170724","103154"
"7772_20171117","103156"
"4421_20180326","103144"
"85917_20180517","103161"
"69041_20161024","103109"
"2369_20170809","103124"
"32823_20190402","103154"
"68431_20190212","103143"
"57628_20180309","103120"
"774_20161205","103154"
"69849_20180305","103144"
"34201_20170802","103120"
"34726_20180130","103109"
"3345_20170524","103131"
"90862_20180723","103154"
"76511_20180731","103154"
"39403_20170110","103120"
"68674_20170310","103141"
"1978_20180702","103120"
"99_20180808","103133"
"85397_20180507","103144"
"67584_20161103","103157"
"64213_20181030","103144"
"81651_20180409","103103"
"89335_20180426","103120"
"61976_20190311","103145"
"2066_20170918","103129"
"81705_20180614","103103"
"69487_20180418","103119"
"36608_20180507","103119"
"72171_20180403","103149"
"1389_20171011","103161"
"283_20170209","103139"
"2725_20180705","103120"
"86149_20180426","103150"
"59021_20170202","103153"
"34708_20180313","103144"
"9684_20180418","103152"
"61612_20180614","103154"
"80312_20180516","103142"
"8202_20190109","103132"
"2610_20161017","103153"
"86359_20180613","103144"
"71286_20170414","103144"
"63447_20171106","103144"
"7765_20170519","103161"
"19138_20180328","103154"
"67182_20180509","103131"
"4584_20190521","103144"
"2315_20171106","103120"
"2601_20170504","103149"
"4152_20170130","103157"
"61467_20180213","103116"
"6944_20171130","103154"
"94894_20180614","103124"
"81187_20171212","103118"
"94828_20180601","103124"
"28843_20170303","103145"
"59872_20181029","103150"
"83612_20180626","103149"
"70281_20180501","103154"
"60354_20161118","103154"
"81719_20180412","103124"
"78306_20180320","103161"
"1972_20161107","103131"
"5842_20180410","103157"
"5796_20170209","103154"
"3260_20180320","103120"
"81442_20180314","103120"
