"iid","date","score","type"
"95858_20180802","08/02/2018 12:00:00 AM","96","Routine - Unscheduled"
"95858_20190318","03/18/2019 12:00:00 AM","75","Routine - Unscheduled"
"95858_20190319","03/19/2019 12:00:00 AM","-1","Reinspection/Followup"
"95868_20180516","05/16/2018 12:00:00 AM","-1","New Ownership"
"95868_20180911","09/11/2018 12:00:00 AM","-1","New Ownership"
"95868_20190227","02/27/2019 12:00:00 AM","-1","Complaint"
"95869_20190107","01/07/2019 12:00:00 AM","-1","New Construction"
"95869_20190409","04/09/2019 12:00:00 AM","-1","New Ownership"
"95869_20190514","05/14/2019 12:00:00 AM","-1","New Construction"
"95869_20190607","06/07/2019 12:00:00 AM","-1","New Ownership - Followup"
"95885_20180601","06/01/2018 12:00:00 AM","-1","New Ownership"
"95897_20180523","05/23/2018 12:00:00 AM","100","Routine - Unscheduled"
"95899_20180510","05/10/2018 12:00:00 AM","100","Routine - Unscheduled"
"95900_20181022","10/22/2018 12:00:00 AM","-1","New Ownership"
"95900_20181023","10/23/2018 12:00:00 AM","-1","Reinspection/Followup"
"95902_20180521","05/21/2018 12:00:00 AM","-1","New Ownership"
"95902_20190228","02/28/2019 12:00:00 AM","94","Routine - Unscheduled"
"95902_20190325","03/25/2019 12:00:00 AM","-1","Structural Inspection"
"95902_20190420","04/20/2019 12:00:00 AM","100","Routine - Unscheduled"
"95903_20180808","08/08/2018 12:00:00 AM","-1","New Ownership"
"95903_20180817","08/17/2018 12:00:00 AM","-1","New Ownership - Followup"
"95903_20190104","01/04/2019 12:00:00 AM","96","Routine - Unscheduled"
"95922_20190220","02/20/2019 12:00:00 AM","100","Routine - Unscheduled"
"95922_20190327","03/27/2019 12:00:00 AM","-1","Structural Inspection"
"95960_20180516","05/16/2018 12:00:00 AM","-1","New Ownership"
"95960_20190128","01/28/2019 12:00:00 AM","-1","New Ownership"
"95961_20180510","05/10/2018 12:00:00 AM","-1","New Ownership"
"95961_20180612","06/12/2018 12:00:00 AM","-1","New Ownership - Followup"
"95961_20180802","08/02/2018 12:00:00 AM","100","Routine - Unscheduled"
"9599_20170925","09/25/2017 12:00:00 AM","96","Routine - Unscheduled"
"9599_20171017","10/17/2017 12:00:00 AM","-1","Reinspection/Followup"
"9599_20190506","05/06/2019 12:00:00 AM","87","Routine - Unscheduled"
"9599_20190531","05/31/2019 12:00:00 AM","-1","Reinspection/Followup"
"9599_20190603","06/03/2019 12:00:00 AM","-1","Reinspection/Followup"
"95_20170307","03/07/2017 12:00:00 AM","92","Routine - Unscheduled"
"95_20171016","10/16/2017 12:00:00 AM","83","Routine - Unscheduled"
"95_20180509","05/09/2018 12:00:00 AM","92","Routine - Unscheduled"
"95_20190812","08/12/2019 12:00:00 AM","85","Routine - Unscheduled"
"95_20190813","08/13/2019 12:00:00 AM","-1","Reinspection/Followup"
"95_20190909","09/09/2019 12:00:00 AM","-1","Non-inspection site visit"
"96024_20180615","06/15/2018 12:00:00 AM","-1","New Ownership"
"96024_20181108","11/08/2018 12:00:00 AM","-1","New Ownership - Followup"
"96024_20190122","01/22/2019 12:00:00 AM","100","Routine - Unscheduled"
"96027_20180522","05/22/2018 12:00:00 AM","-1","New Ownership"
"96027_20180604","06/04/2018 12:00:00 AM","-1","New Ownership - Followup"
"96027_20181204","12/04/2018 12:00:00 AM","92","Routine - Unscheduled"
"96034_20180813","08/13/2018 12:00:00 AM","-1","Non-inspection site visit"
"96034_20181003","10/03/2018 12:00:00 AM","-1","Non-inspection site visit"
"96034_20181022","10/22/2018 12:00:00 AM","-1","Non-inspection site visit"
"96034_20181029","10/29/2018 12:00:00 AM","-1","New Ownership - Followup"
"96034_20190312","03/12/2019 12:00:00 AM","98","Routine - Unscheduled"
"96052_20180621","06/21/2018 12:00:00 AM","-1","New Ownership"
"96052_20180629","06/29/2018 12:00:00 AM","100","Routine - Unscheduled"
"96063_20180531","05/31/2018 12:00:00 AM","-1","New Ownership"
"96063_20180720","07/20/2018 12:00:00 AM","-1","New Ownership"
"96063_20180723","07/23/2018 12:00:00 AM","-1","New Ownership - Followup"
"96063_20190124","01/24/2019 12:00:00 AM","-1","Non-inspection site visit"
"96063_20190318","03/18/2019 12:00:00 AM","81","Routine - Unscheduled"
"96063_20190401","04/01/2019 12:00:00 AM","-1","Reinspection/Followup"
"96069_20180613","06/13/2018 12:00:00 AM","-1","New Ownership"
"96102_20190327","03/27/2019 12:00:00 AM","-1","New Ownership"
"96110_20180614","06/14/2018 12:00:00 AM","-1","New Ownership"
"96110_20180629","06/29/2018 12:00:00 AM","-1","New Ownership - Followup"
"96110_20190701","07/01/2019 12:00:00 AM","85","Routine - Unscheduled"
"96110_20190715","07/15/2019 12:00:00 AM","-1","Reinspection/Followup"
"96115_20180521","05/21/2018 12:00:00 AM","-1","Non-inspection site visit"
"96132_20180522","05/22/2018 12:00:00 AM","-1","New Construction"
"96132_20180524","05/24/2018 12:00:00 AM","-1","New Construction"
"96132_20180529","05/29/2018 12:00:00 AM","100","Routine - Unscheduled"
"96132_20190523","05/23/2019 12:00:00 AM","98","Routine - Unscheduled"
"96137_20180627","06/27/2018 12:00:00 AM","-1","New Ownership"
"96137_20190326","03/26/2019 12:00:00 AM","-1","Structural Inspection"
"96137_20190822","08/22/2019 12:00:00 AM","83","Routine - Unscheduled"
"96137_20190826","08/26/2019 12:00:00 AM","-1","Reinspection/Followup"
"96182_20180917","09/17/2018 12:00:00 AM","-1","New Ownership"
"96182_20181026","10/26/2018 12:00:00 AM","-1","New Ownership"
"96182_20190315","03/15/2019 12:00:00 AM","82","Routine - Unscheduled"
"96182_20190326","03/26/2019 12:00:00 AM","-1","Structural Inspection"
"96198_20181217","12/17/2018 12:00:00 AM","71","Routine - Unscheduled"
"96198_20190123","01/23/2019 12:00:00 AM","-1","Complaint"
"96198_20190131","01/31/2019 12:00:00 AM","-1","Reinspection/Followup"
"96198_20190401","04/01/2019 12:00:00 AM","-1","Reinspection/Followup"
"961_20161228","12/28/2016 12:00:00 AM","-1","Complaint"
"961_20171103","11/03/2017 12:00:00 AM","96","Routine - Unscheduled"
"961_20180927","09/27/2018 12:00:00 AM","96","Routine - Unscheduled"
"961_20190709","07/09/2019 12:00:00 AM","92","Routine - Unscheduled"
"96202_20180822","08/22/2018 12:00:00 AM","-1","New Construction"
"96202_20181009","10/09/2018 12:00:00 AM","-1","New Ownership"
"96202_20190408","04/08/2019 12:00:00 AM","85","Routine - Unscheduled"
"96202_20190416","04/16/2019 12:00:00 AM","-1","Reinspection/Followup"
"96202_20190515","05/15/2019 12:00:00 AM","-1","Reinspection/Followup"
"96202_20191003","10/03/2019 12:00:00 AM","92","Routine - Unscheduled"
"96205_20181107","11/07/2018 12:00:00 AM","-1","New Ownership"
"96214_20180525","05/25/2018 12:00:00 AM","100","Routine - Unscheduled"
"96214_20190314","03/14/2019 12:00:00 AM","87","Routine - Unscheduled"
"96214_20190321","03/21/2019 12:00:00 AM","-1","Reinspection/Followup"
"96214_20190520","05/20/2019 12:00:00 AM","-1","Complaint"
"96219_20180521","05/21/2018 12:00:00 AM","-1","Non-inspection site visit"
"96237_20180913","09/13/2018 12:00:00 AM","100","Routine - Unscheduled"
"96256_20180612","06/12/2018 12:00:00 AM","-1","New Ownership"
"96256_20180629","06/29/2018 12:00:00 AM","-1","New Ownership"
"96268_20180713","07/13/2018 12:00:00 AM","94","Routine - Unscheduled"
"96276_20180530","05/30/2018 12:00:00 AM","-1","New Ownership"
"96276_20180626","06/26/2018 12:00:00 AM","-1","New Ownership - Followup"
"96280_20180601","06/01/2018 12:00:00 AM","-1","New Ownership"
"96280_20180813","08/13/2018 12:00:00 AM","-1","Non-inspection site visit"
"96280_20180827","08/27/2018 12:00:00 AM","-1","Non-inspection site visit"
"96280_20181010","10/10/2018 12:00:00 AM","-1","Reinspection/Followup"
"96280_20190306","03/06/2019 12:00:00 AM","89","Routine - Unscheduled"
"96281_20180924","09/24/2018 12:00:00 AM","100","Routine - Unscheduled"
"96281_20190605","06/05/2019 12:00:00 AM","-1","Non-inspection site visit"
"96285_20180605","06/05/2018 12:00:00 AM","-1","New Ownership"
"96285_20180723","07/23/2018 12:00:00 AM","-1","New Ownership - Followup"
"96285_20181004","10/04/2018 12:00:00 AM","81","Routine - Unscheduled"
"96285_20181012","10/12/2018 12:00:00 AM","-1","Reinspection/Followup"
"96285_20191002","10/02/2019 12:00:00 AM","86","Routine - Unscheduled"
"96292_20180828","08/28/2018 12:00:00 AM","-1","New Ownership"
"96292_20190426","04/26/2019 12:00:00 AM","90","Routine - Unscheduled"
"96295_20180809","08/09/2018 12:00:00 AM","-1","New Ownership"
"96295_20181025","10/25/2018 12:00:00 AM","-1","New Ownership - Followup"
"96295_20181211","12/11/2018 12:00:00 AM","-1","New Ownership - Followup"
"96300_20180814","08/14/2018 12:00:00 AM","-1","New Construction"
"96300_20190130","01/30/2019 12:00:00 AM","96","Routine - Unscheduled"
"96318_20180608","06/08/2018 12:00:00 AM","-1","Non-inspection site visit"
"96318_20180613","06/13/2018 12:00:00 AM","-1","New Ownership"
"96318_20181227","12/27/2018 12:00:00 AM","88","Routine - Unscheduled"
"96318_20190114","01/14/2019 12:00:00 AM","-1","Reinspection/Followup"
"96318_20190826","08/26/2019 12:00:00 AM","78","Routine - Unscheduled"
"96318_20190906","09/06/2019 12:00:00 AM","-1","Reinspection/Followup"
"9631_20170710","07/10/2017 12:00:00 AM","85","Routine - Unscheduled"
"9631_20170918","09/18/2017 12:00:00 AM","-1","Reinspection/Followup"
"9631_20180607","06/07/2018 12:00:00 AM","88","Routine - Unscheduled"
"9631_20190718","07/18/2019 12:00:00 AM","92","Routine - Unscheduled"
"9631_20190725","07/25/2019 12:00:00 AM","-1","Reinspection/Followup"
"96369_20181019","10/19/2018 12:00:00 AM","-1","New Ownership"
"96369_20181207","12/07/2018 12:00:00 AM","93","Routine - Unscheduled"
"96369_20181214","12/14/2018 12:00:00 AM","-1","Reinspection/Followup"
"96433_20190313","03/13/2019 12:00:00 AM","100","Routine - Unscheduled"
"96451_20180604","06/04/2018 12:00:00 AM","-1","New Ownership"
"96451_20180608","06/08/2018 12:00:00 AM","-1","New Ownership"
"96451_20181211","12/11/2018 12:00:00 AM","85","Routine - Unscheduled"
"96451_20190111","01/11/2019 12:00:00 AM","-1","Reinspection/Followup"
"96504_20180718","07/18/2018 12:00:00 AM","94","Routine - Unscheduled"
"96529_20180905","09/05/2018 12:00:00 AM","87","Routine - Unscheduled"
"96529_20180913","09/13/2018 12:00:00 AM","-1","Complaint"
"96529_20190111","01/11/2019 12:00:00 AM","-1","New Construction"
"96529_20190125","01/25/2019 12:00:00 AM","-1","New Construction"
"96529_20190815","08/15/2019 12:00:00 AM","81","Routine - Unscheduled"
"9652_20170118","01/18/2017 12:00:00 AM","74","Routine - Unscheduled"
"9652_20180222","02/22/2018 12:00:00 AM","89","Routine - Unscheduled"
"9652_20190107","01/07/2019 12:00:00 AM","-1","Complaint"
"9652_20190305","03/05/2019 12:00:00 AM","-1","Reinspection/Followup"
"9652_20190606","06/06/2019 12:00:00 AM","85","Routine - Unscheduled"
"9652_20190607","06/07/2019 12:00:00 AM","-1","Reinspection/Followup"
"96530_20180927","09/27/2018 12:00:00 AM","-1","New Ownership"
"96530_20181217","12/17/2018 12:00:00 AM","-1","New Ownership - Followup"
"96530_20190215","02/15/2019 12:00:00 AM","-1","New Ownership"
"96530_20190411","04/11/2019 12:00:00 AM","100","Routine - Unscheduled"
"96532_20180927","09/27/2018 12:00:00 AM","-1","New Ownership"
"96532_20181217","12/17/2018 12:00:00 AM","-1","New Ownership - Followup"
"96532_20190215","02/15/2019 12:00:00 AM","-1","New Ownership"
"96532_20190219","02/19/2019 12:00:00 AM","-1","New Ownership - Followup"
"96532_20190411","04/11/2019 12:00:00 AM","92","Routine - Unscheduled"
"96532_20190429","04/29/2019 12:00:00 AM","-1","Reinspection/Followup"
"96533_20180927","09/27/2018 12:00:00 AM","-1","New Ownership"
"96533_20181217","12/17/2018 12:00:00 AM","-1","New Ownership - Followup"
"96533_20190215","02/15/2019 12:00:00 AM","-1","New Ownership"
"96533_20190219","02/19/2019 12:00:00 AM","-1","New Ownership - Followup"
"96533_20190411","04/11/2019 12:00:00 AM","100","Routine - Unscheduled"
"96534_20180927","09/27/2018 12:00:00 AM","-1","New Ownership"
"96534_20181217","12/17/2018 12:00:00 AM","-1","New Ownership - Followup"
"96534_20190215","02/15/2019 12:00:00 AM","-1","New Ownership"
"96534_20190411","04/11/2019 12:00:00 AM","100","Routine - Unscheduled"
"96534_20190917","09/17/2019 12:00:00 AM","-1","Non-inspection site visit"
"96535_20180607","06/07/2018 12:00:00 AM","-1","New Ownership"
"96535_20190521","05/21/2019 12:00:00 AM","100","Routine - Unscheduled"
"96536_20180718","07/18/2018 12:00:00 AM","-1","New Ownership"
"96536_20190502","05/02/2019 12:00:00 AM","80","Routine - Unscheduled"
"96536_20190520","05/20/2019 12:00:00 AM","-1","Non-inspection site visit"
"96536_20190614","06/14/2019 12:00:00 AM","-1","Complaint"
"96537_20180629","06/29/2018 12:00:00 AM","96","Routine - Unscheduled"
"96537_20190702","07/02/2019 12:00:00 AM","92","Routine - Unscheduled"
"96538_20181023","10/23/2018 12:00:00 AM","100","Routine - Unscheduled"
"96542_20181009","10/09/2018 12:00:00 AM","-1","New Ownership"
"96542_20190327","03/27/2019 12:00:00 AM","-1","Structural Inspection"
"96554_20180606","06/06/2018 12:00:00 AM","-1","New Ownership"
"96564_20180823","08/23/2018 12:00:00 AM","-1","New Ownership"
"96564_20190221","02/21/2019 12:00:00 AM","-1","Complaint"
"96564_20190830","08/30/2019 12:00:00 AM","100","Routine - Unscheduled"
"96564_20190910","09/10/2019 12:00:00 AM","-1","Non-inspection site visit"
"96565_20180613","06/13/2018 12:00:00 AM","-1","New Ownership"
"96565_20180627","06/27/2018 12:00:00 AM","-1","Non-inspection site visit"
"96565_20180705","07/05/2018 12:00:00 AM","-1","New Ownership"
"96565_20180712","07/12/2018 12:00:00 AM","-1","New Ownership - Followup"
"96565_20180713","07/13/2018 12:00:00 AM","-1","New Ownership"
"96565_20180718","07/18/2018 12:00:00 AM","-1","New Ownership"
"96565_20180720","07/20/2018 12:00:00 AM","-1","New Ownership"
"96565_20180724","07/24/2018 12:00:00 AM","-1","New Ownership"
"96565_20180801","08/01/2018 12:00:00 AM","-1","New Ownership"
"96565_20180808","08/08/2018 12:00:00 AM","-1","New Ownership"
"96565_20190312","03/12/2019 12:00:00 AM","80","Routine - Unscheduled"
"96565_20190319","03/19/2019 12:00:00 AM","-1","Reinspection/Followup"
"96566_20181206","12/06/2018 12:00:00 AM","-1","New Ownership"
"96566_20181228","12/28/2018 12:00:00 AM","-1","Reinspection/Followup"
"96567_20180823","08/23/2018 12:00:00 AM","-1","New Construction"
"96567_20180827","08/27/2018 12:00:00 AM","98","Routine - Unscheduled"
"96568_20180703","07/03/2018 12:00:00 AM","-1","New Ownership"
"96568_20181106","11/06/2018 12:00:00 AM","-1","New Ownership - Followup"
"96569_20180720","07/20/2018 12:00:00 AM","-1","New Construction"
"96569_20190423","04/23/2019 12:00:00 AM","85","Routine - Unscheduled"
"96569_20190430","04/30/2019 12:00:00 AM","-1","Reinspection/Followup"
"96570_20190517","05/17/2019 12:00:00 AM","-1","New Ownership"
"96571_20180713","07/13/2018 12:00:00 AM","-1","New Ownership"
"96571_20180716","07/16/2018 12:00:00 AM","-1","New Ownership - Followup"
"96571_20180802","08/02/2018 12:00:00 AM","87","Routine - Unscheduled"
"96571_20190403","04/03/2019 12:00:00 AM","78","Routine - Unscheduled"
"96572_20180712","07/12/2018 12:00:00 AM","-1","New Ownership"
"96572_20180713","07/13/2018 12:00:00 AM","-1","New Ownership"
"96572_20190130","01/30/2019 12:00:00 AM","-1","New Construction"
"96572_20190206","02/06/2019 12:00:00 AM","-1","Structural Inspection"
"96573_20180626","06/26/2018 12:00:00 AM","-1","New Ownership"
"96573_20180730","07/30/2018 12:00:00 AM","-1","New Ownership - Followup"
"96573_20180823","08/23/2018 12:00:00 AM","90","Routine - Unscheduled"
"96573_20180830","08/30/2018 12:00:00 AM","-1","Complaint"
"96573_20190911","09/11/2019 12:00:00 AM","96","Routine - Unscheduled"
"96573_20190923","09/23/2019 12:00:00 AM","-1","Reinspection/Followup"
"96574_20181002","10/02/2018 12:00:00 AM","-1","New Ownership"
"96574_20190307","03/07/2019 12:00:00 AM","92","Routine - Unscheduled"
"96574_20190416","04/16/2019 12:00:00 AM","-1","New Construction"
"96574_20190715","07/15/2019 12:00:00 AM","-1","New Construction"
"96575_20180706","07/06/2018 12:00:00 AM","-1","New Ownership"
"96575_20180830","08/30/2018 12:00:00 AM","96","Routine - Unscheduled"
"96576_20181219","12/19/2018 12:00:00 AM","100","Routine - Unscheduled"
"96577_20180713","07/13/2018 12:00:00 AM","92","Routine - Unscheduled"
"96578_20180627","06/27/2018 12:00:00 AM","-1","New Ownership"
"96578_20180629","06/29/2018 12:00:00 AM","-1","New Ownership - Followup"
"96578_20180817","08/17/2018 12:00:00 AM","78","Routine - Unscheduled"
"96578_20180824","08/24/2018 12:00:00 AM","-1","Reinspection/Followup"
"96580_20190514","05/14/2019 12:00:00 AM","-1","New Ownership"
"96580_20190524","05/24/2019 12:00:00 AM","-1","New Ownership"
"96580_20190725","07/25/2019 12:00:00 AM","85","Routine - Unscheduled"
"96580_20190801","08/01/2019 12:00:00 AM","-1","Reinspection/Followup"
"96580_20190808","08/08/2019 12:00:00 AM","-1","Reinspection/Followup"
"96581_20180710","07/10/2018 12:00:00 AM","-1","New Ownership"
"96582_20181121","11/21/2018 12:00:00 AM","98","Routine - Unscheduled"
"96583_20190107","01/07/2019 12:00:00 AM","-1","Non-inspection site visit"
"96583_20190222","02/22/2019 12:00:00 AM","-1","New Ownership"
"96583_20190322","03/22/2019 12:00:00 AM","96","Routine - Unscheduled"
"96584_20180702","07/02/2018 12:00:00 AM","-1","New Ownership"
"96584_20190206","02/06/2019 12:00:00 AM","82","Routine - Unscheduled"
"96584_20190301","03/01/2019 12:00:00 AM","-1","Reinspection/Followup"
"96585_20190115","01/15/2019 12:00:00 AM","-1","New Ownership"
"96588_20180710","07/10/2018 12:00:00 AM","-1","New Ownership"
"96588_20181018","10/18/2018 12:00:00 AM","-1","New Ownership - Followup"
"96589_20180731","07/31/2018 12:00:00 AM","-1","New Ownership"
"96589_20180807","08/07/2018 12:00:00 AM","-1","New Ownership - Followup"
"96589_20181210","12/10/2018 12:00:00 AM","85","Routine - Unscheduled"
"96589_20181211","12/11/2018 12:00:00 AM","-1","Reinspection/Followup"
"96590_20180803","08/03/2018 12:00:00 AM","-1","New Ownership"
"96590_20180806","08/06/2018 12:00:00 AM","-1","New Ownership - Followup"
"96591_20180706","07/06/2018 12:00:00 AM","-1","New Ownership"
"96591_20180723","07/23/2018 12:00:00 AM","82","Routine - Unscheduled"
"96591_20180730","07/30/2018 12:00:00 AM","-1","Reinspection/Followup"
"96591_20190312","03/12/2019 12:00:00 AM","80","Routine - Unscheduled"
"96591_20190329","03/29/2019 12:00:00 AM","-1","Reinspection/Followup"
"96591_20190711","07/11/2019 12:00:00 AM","88","Routine - Unscheduled"
"96591_20190802","08/02/2019 12:00:00 AM","-1","Reinspection/Followup"
"96592_20180801","08/01/2018 12:00:00 AM","-1","New Ownership"
"96592_20180917","09/17/2018 12:00:00 AM","-1","New Ownership - Followup"
"96592_20181031","10/31/2018 12:00:00 AM","-1","New Ownership - Followup"
"96592_20190313","03/13/2019 12:00:00 AM","89","Routine - Unscheduled"
"96592_20190322","03/22/2019 12:00:00 AM","-1","Reinspection/Followup"
"96592_20190402","04/02/2019 12:00:00 AM","-1","Reinspection/Followup"
"96598_20180807","08/07/2018 12:00:00 AM","98","Routine - Unscheduled"
"96598_20181018","10/18/2018 12:00:00 AM","-1","Complaint"
"96598_20181127","11/27/2018 12:00:00 AM","-1","Non-inspection site visit"
"96598_20181204","12/04/2018 12:00:00 AM","-1","New Ownership - Followup"
"96599_20180725","07/25/2018 12:00:00 AM","-1","New Ownership"
"96599_20180815","08/15/2018 12:00:00 AM","-1","New Ownership"
"96599_20180904","09/04/2018 12:00:00 AM","94","Routine - Unscheduled"
"96599_20190412","04/12/2019 12:00:00 AM","96","Routine - Unscheduled"
"96600_20180725","07/25/2018 12:00:00 AM","-1","New Ownership"
"96600_20180920","09/20/2018 12:00:00 AM","-1","New Ownership - Followup"
"96600_20190814","08/14/2019 12:00:00 AM","92","Routine - Unscheduled"
"96607_20181221","12/21/2018 12:00:00 AM","-1","New Ownership - Followup"
"96608_20180619","06/19/2018 12:00:00 AM","100","Routine - Unscheduled"
"96632_20190109","01/09/2019 12:00:00 AM","-1","New Ownership - Followup"
"96632_20190314","03/14/2019 12:00:00 AM","83","Routine - Unscheduled"
"96632_20190321","03/21/2019 12:00:00 AM","-1","Reinspection/Followup"
"96634_20180904","09/04/2018 12:00:00 AM","-1","New Ownership"
"96634_20190502","05/02/2019 12:00:00 AM","88","Routine - Unscheduled"
"96634_20190503","05/03/2019 12:00:00 AM","-1","Complaint"
"96634_20190508","05/08/2019 12:00:00 AM","-1","Complaint Reinspection/Followup"
"96634_20190510","05/10/2019 12:00:00 AM","-1","Non-inspection site visit"
"96634_20190812","08/12/2019 12:00:00 AM","-1","Complaint"
"96643_20181003","10/03/2018 12:00:00 AM","96","Routine - Unscheduled"
"96645_20180716","07/16/2018 12:00:00 AM","-1","New Ownership"
"96645_20180927","09/27/2018 12:00:00 AM","-1","New Ownership"
"96645_20190628","06/28/2019 12:00:00 AM","-1","Structural Inspection"
"96645_20190719","07/19/2019 12:00:00 AM","82","Routine - Unscheduled"
"96645_20190723","07/23/2019 12:00:00 AM","-1","Reinspection/Followup"
"96653_20180706","07/06/2018 12:00:00 AM","-1","New Ownership"
"96653_20180809","08/09/2018 12:00:00 AM","-1","New Ownership - Followup"
"96653_20180919","09/19/2018 12:00:00 AM","91","Routine - Unscheduled"
"96653_20181005","10/05/2018 12:00:00 AM","-1","Reinspection/Followup"
"96653_20190812","08/12/2019 12:00:00 AM","90","Routine - Unscheduled"
"96653_20190830","08/30/2019 12:00:00 AM","-1","Reinspection/Followup"
"96654_20180619","06/19/2018 12:00:00 AM","-1","New Ownership"
"96654_20180808","08/08/2018 12:00:00 AM","-1","Reinspection/Followup"
"96654_20190122","01/22/2019 12:00:00 AM","83","Routine - Unscheduled"
"96668_20180718","07/18/2018 12:00:00 AM","96","Routine - Unscheduled"
"96669_20180905","09/05/2018 12:00:00 AM","-1","New Ownership"
"96669_20190128","01/28/2019 12:00:00 AM","88","Routine - Unscheduled"
"96669_20190207","02/07/2019 12:00:00 AM","-1","Reinspection/Followup"
"96669_20190827","08/27/2019 12:00:00 AM","93","Routine - Unscheduled"
"96669_20190903","09/03/2019 12:00:00 AM","-1","Reinspection/Followup"
"96670_20180710","07/10/2018 12:00:00 AM","-1","New Ownership"
"96670_20190418","04/18/2019 12:00:00 AM","100","Routine - Unscheduled"
"96671_20180914","09/14/2018 12:00:00 AM","-1","New Ownership"
"96671_20190909","09/09/2019 12:00:00 AM","94","Routine - Unscheduled"
"96692_20190417","04/17/2019 12:00:00 AM","93","Routine - Unscheduled"
"96698_20180625","06/25/2018 12:00:00 AM","-1","New Ownership"
"96698_20180801","08/01/2018 12:00:00 AM","-1","New Ownership - Followup"
"96698_20190329","03/29/2019 12:00:00 AM","76","Routine - Unscheduled"
"96698_20190410","04/10/2019 12:00:00 AM","-1","Reinspection/Followup"
"96721_20180711","07/11/2018 12:00:00 AM","-1","New Ownership"
"96721_20180817","08/17/2018 12:00:00 AM","92","Routine - Unscheduled"
"96721_20180824","08/24/2018 12:00:00 AM","-1","Reinspection/Followup"
"9672_20170724","07/24/2017 12:00:00 AM","100","Routine - Unscheduled"
"9672_20180201","02/01/2018 12:00:00 AM","100","Routine - Unscheduled"
"9672_20190426","04/26/2019 12:00:00 AM","100","Routine - Unscheduled"
"9672_20190715","07/15/2019 12:00:00 AM","-1","Foodborne Illness Investigation"
"9672_20190716","07/16/2019 12:00:00 AM","-1","Reinspection/Followup"
"9672_20190717","07/17/2019 12:00:00 AM","-1","Reinspection/Followup"
"96745_20180809","08/09/2018 12:00:00 AM","-1","New Ownership"
"96745_20190401","04/01/2019 12:00:00 AM","-1","Structural Inspection"
"96745_20190607","06/07/2019 12:00:00 AM","98","Routine - Unscheduled"
"96746_20180809","08/09/2018 12:00:00 AM","-1","New Ownership"
"96746_20190401","04/01/2019 12:00:00 AM","-1","Structural Inspection"
"96772_20180718","07/18/2018 12:00:00 AM","100","Routine - Unscheduled"
"96774_20180724","07/24/2018 12:00:00 AM","-1","New Ownership"
"96775_20180710","07/10/2018 12:00:00 AM","94","Routine - Unscheduled"
"96775_20190108","01/08/2019 12:00:00 AM","-1","Non-inspection site visit"
"96775_20190128","01/28/2019 12:00:00 AM","-1","New Ownership - Followup"
"96775_20190227","02/27/2019 12:00:00 AM","-1","New Ownership"
"96775_20190307","03/07/2019 12:00:00 AM","-1","Non-inspection site visit"
"96775_20190327","03/27/2019 12:00:00 AM","94","Routine - Unscheduled"
"96779_20180723","07/23/2018 12:00:00 AM","-1","New Ownership"
"96779_20180806","08/06/2018 12:00:00 AM","-1","Non-inspection site visit"
"96779_20190117","01/17/2019 12:00:00 AM","79","Routine - Unscheduled"
"96779_20190118","01/18/2019 12:00:00 AM","-1","Reinspection/Followup"
"96779_20190123","01/23/2019 12:00:00 AM","-1","Reinspection/Followup"
"96779_20190326","03/26/2019 12:00:00 AM","-1","New Ownership - Followup"
"96779_20190926","09/26/2019 12:00:00 AM","78","Routine - Unscheduled"
"9677_20180830","08/30/2018 12:00:00 AM","89","Routine - Unscheduled"
"96780_20190329","03/29/2019 12:00:00 AM","-1","Non-inspection site visit"
"96780_20190416","04/16/2019 12:00:00 AM","94","Routine - Unscheduled"
"96780_20191003","10/03/2019 12:00:00 AM","100","Routine - Unscheduled"
"96781_20190315","03/15/2019 12:00:00 AM","96","Routine - Unscheduled"
"96783_20180828","08/28/2018 12:00:00 AM","-1","New Ownership"
"96783_20190702","07/02/2019 12:00:00 AM","92","Routine - Unscheduled"
"96784_20181217","12/17/2018 12:00:00 AM","92","Routine - Unscheduled"
"96784_20190617","06/17/2019 12:00:00 AM","84","Routine - Unscheduled"
"96784_20190625","06/25/2019 12:00:00 AM","-1","Reinspection/Followup"
"96793_20180716","07/16/2018 12:00:00 AM","-1","New Ownership"
"96793_20190110","01/10/2019 12:00:00 AM","-1","New Ownership - Followup"
"96793_20190620","06/20/2019 12:00:00 AM","-1","New Ownership - Followup"
"96794_20190305","03/05/2019 12:00:00 AM","-1","Routine - Unscheduled"
"96794_20190312","03/12/2019 12:00:00 AM","-1","Reinspection/Followup"
"9679_20170823","08/23/2017 12:00:00 AM","74","Routine - Unscheduled"
"9679_20180608","06/08/2018 12:00:00 AM","63","Routine - Unscheduled"
"9679_20180612","06/12/2018 12:00:00 AM","-1","Reinspection/Followup"
"9679_20180626","06/26/2018 12:00:00 AM","-1","Reinspection/Followup"
"9679_20180716","07/16/2018 12:00:00 AM","-1","Reinspection/Followup"
"96813_20180829","08/29/2018 12:00:00 AM","-1","New Ownership"
"96813_20181218","12/18/2018 12:00:00 AM","64","Routine - Unscheduled"
"96813_20181219","12/19/2018 12:00:00 AM","-1","Reinspection/Followup"
"96813_20190118","01/18/2019 12:00:00 AM","-1","New Ownership - Followup"
"96813_20190122","01/22/2019 12:00:00 AM","-1","New Ownership - Followup"
"96813_20190131","01/31/2019 12:00:00 AM","-1","Non-inspection site visit"
"96813_20190529","05/29/2019 12:00:00 AM","81","Routine - Unscheduled"
"96813_20190625","06/25/2019 12:00:00 AM","-1","Reinspection/Followup"
